,job_id,user,num_gpu,num_cpu,num_pod,duration,job_name,submit_time,group,gpu_type,wait_time,user_dur,group_dur,group_gpu_dur,read_count,write_count,num_inst,size,on_time,wasted,jct,resource,node
45199,45199,5,50,600,1.0,12775,d894fd1af131ed7a296716b5,0,1f399ab6dd78955c577aa36048ccfd4b,MISC,112,345.0,13857.0,13554.0,7914.727272727273,995.821870701513,1,8303750,0,0,-1,"[50, 600]",
45241,45241,3,2000,20000,20.0,4578,30185446faeb493c1d55cacd,0,ef90e36f8d8be7d2d375f46a7ff28c78,MISC,7,693.0,1175.0,4076.0,6364.689130434783,3191.8546409499722,1,100716000,0,0,-1,"[2000, 20000]",
45555,45555,26,50,600,1.0,2572,0e113fe8f6b4153745d87b60,0,2f759ff5c62a27f334076d8dbc277151,MISC,10,1441.0,1590.0,2044.0,2075.487452732898,1731.6819484240689,1,1671800,0,0,-1,"[50, 600]",
45557,45557,26,50,600,1.0,4371,0e113fe8f6b4153745d87b60,0,3ccec7e89ac3b8e3f443b051850bee8e,MISC,9,1441.0,3623.5,3588.5,2075.487452732898,1731.6819484240689,1,2841150,0,0,-1,"[50, 600]",
45562,45562,26,50,600,1.0,2807,0e113fe8f6b4153745d87b60,0,affaacdcf371018549f19d5144c4ddc4,MISC,10,1441.0,1436.5,1146.0,2075.487452732898,1731.6819484240689,1,1824550,0,0,-1,"[50, 600]",
45578,45578,26,50,600,1.0,20003,0e113fe8f6b4153745d87b60,0,aefa0d9b5d87b14252afd7e547cb6df5,MISC,108,1441.0,3566.0,3016.0,2075.487452732898,1731.6819484240689,1,13001950,0,0,-1,"[50, 600]",
45749,45749,7,50,600,1.0,271,4338499d3c24cc35be17b44c,0,fe67616d8c4284a90ad3de6599dd79ae,MISC,14,436.0,290.0,290.0,3987.3481058112393,2143.128573005187,1,176150,0,0,-1,"[50, 600]",
45958,45958,0,50,600,1.0,851,fdca1b26347a096dc8cd73ec,0,19b0c3630603d09f60435a1c61beadf1,MISC,14,937.0,654.0,709.0,2724.4435767195764,1338.1471555267144,1,553150,0,0,-1,"[50, 600]",
46263,46263,5,50,600,1.0,1011,d894fd1af131ed7a296716b5,0,a9ebaba6ac9f1e25dfcff5b7b3ab939a,MISC,9,345.0,1123.0,1124.0,7914.727272727273,995.821870701513,1,657150,0,0,-1,"[50, 600]",
46268,46268,5,50,600,1.0,562,d894fd1af131ed7a296716b5,0,ac111534528902ff9da89adf5aa285f5,MISC,6,345.0,689.0,691.5,7914.727272727273,995.821870701513,1,365300,0,0,-1,"[50, 600]",
46462,46462,38,50,600,1.0,1343,b82fa93dc4305f641a5c4c83,0,bdde6b9aa67b3775f2ed179d56f078fc,MISC,13,1431.0,2475.0,2447.0,2025.220680628272,1911.3749025332927,1,872950,0,0,-1,"[50, 600]",
46488,46488,39,50,600,1.0,831,0754387d681a6faf3bfb0295,0,5b48363ecab79132a483856ca0c30bcc,MISC,112,835.0,1003.5,892.0,4779.0104450781055,5471.527777777777,1,540150,0,0,-1,"[50, 600]",
46759,46759,18,2000,24000,80.0,758,4d8fee7f10bd7edbb75b96b3,0,16cf1bbe17c48df1db77fddc57aef37a,MISC,8,1515.0,840.0,748.0,2691.0274864989224,1519.4008924865088,1,19708000,0,0,-1,"[2000, 24000]",
46812,46812,40,2000,24000,40.0,37029,cd1df31c53b56c4a6d940b58,0,58e4889bf9450a3a34438f73135d8c60,MISC,8,3869.0,28851.5,39811.5,3089.814285714285,1987.5740072202168,1,962754000,0,0,-1,"[2000, 24000]",
46820,46820,5,50,600,1.0,272,d894fd1af131ed7a296716b5,0,00e856df887f1bea2dbc84f0bce674e5,MISC,7,345.0,264.0,255.0,7914.727272727273,995.821870701513,1,176800,0,0,-1,"[50, 600]",
46823,46823,5,50,600,1.0,939,d894fd1af131ed7a296716b5,0,32d855318c19e73fe837ed92c4ffe773,MISC,7,345.0,1068.0,1058.5,7914.727272727273,995.821870701513,1,610350,0,0,-1,"[50, 600]",
46830,46830,5,50,600,1.0,490,d894fd1af131ed7a296716b5,0,0232ef0211566a7bee1e6b8480f72c35,MISC,5,345.0,504.0,504.0,7914.727272727273,995.821870701513,1,318500,0,0,-1,"[50, 600]",
46843,46843,5,50,600,1.0,95,d894fd1af131ed7a296716b5,0,8d5659bc8f3ce768f1f6c0dcf1492c51,MISC,12,345.0,101.0,101.5,7914.727272727273,995.821870701513,1,61750,0,0,-1,"[50, 600]",
46845,46845,5,50,600,1.0,587,d894fd1af131ed7a296716b5,0,b8ba66f93593b46dcd0923b72090d2de,MISC,12,345.0,709.0,708.0,7914.727272727273,995.821870701513,1,381550,0,0,-1,"[50, 600]",
46975,46975,5,50,600,1.0,1201,d894fd1af131ed7a296716b5,0,b672d15f22d8e7a47ca9126aae2335da,MISC,8,345.0,1040.0,1040.0,7914.727272727273,995.821870701513,1,780650,0,0,-1,"[50, 600]",
47260,47260,5,50,600,1.0,846,d894fd1af131ed7a296716b5,0,7cae52f99d7f7a61abb1b6ae9ee2011a,MISC,15,345.0,535.0,535.0,7914.727272727273,995.821870701513,1,549900,0,0,-1,"[50, 600]",
47265,47265,5,50,600,1.0,1189,d894fd1af131ed7a296716b5,0,c02288dc66b1e313c0716678b83a2e9d,MISC,12,345.0,874.0,881.0,7914.727272727273,995.821870701513,1,772850,0,0,-1,"[50, 600]",
47270,47270,5,50,600,1.0,999,d894fd1af131ed7a296716b5,0,1e4888e6e6d9395b1782a6ad9e48be20,MISC,8,345.0,746.5,747.0,7914.727272727273,995.821870701513,1,649350,0,0,-1,"[50, 600]",
47281,47281,5,50,600,1.0,843,d894fd1af131ed7a296716b5,0,5d19001bfc751ce4cdb9ed722a41d2c5,MISC,12,345.0,693.0,709.0,7914.727272727273,995.821870701513,1,547950,0,0,-1,"[50, 600]",
47515,47515,5,50,600,1.0,150,d894fd1af131ed7a296716b5,0,cf0a9cd66592de9f0ef9ee426a3f75ea,MISC,47,345.0,404.5,406.0,7914.727272727273,995.821870701513,1,97500,0,0,-1,"[50, 600]",
47542,47542,5,50,600,1.0,577,d894fd1af131ed7a296716b5,0,2346f47f31033e395fc9bece28f55e8a,MISC,50,345.0,665.0,665.0,7914.727272727273,995.821870701513,1,375050,0,0,-1,"[50, 600]",
47547,47547,5,50,600,1.0,1297,d894fd1af131ed7a296716b5,0,bb834b85f083af5ae0212c2b76a0ce8a,MISC,48,345.0,1870.0,1871.0,7914.727272727273,995.821870701513,1,843050,0,0,-1,"[50, 600]",
47553,47553,5,50,600,1.0,702,d894fd1af131ed7a296716b5,0,9812c4654e1f047763a282cdcd9a7e38,MISC,45,345.0,914.5,917.5,7914.727272727273,995.821870701513,1,456300,0,0,-1,"[50, 600]",
47603,47603,5,50,600,1.0,341,d894fd1af131ed7a296716b5,0,9e8d7819c7a65aca7771d1a7fa9d5f6e,MISC,13,345.0,646.0,646.0,7914.727272727273,995.821870701513,1,221650,0,0,-1,"[50, 600]",
47605,47605,5,50,600,1.0,361,d894fd1af131ed7a296716b5,0,2404c7ccba35273fb4efa57905aed998,MISC,9,345.0,517.0,515.0,7914.727272727273,995.821870701513,1,234650,0,0,-1,"[50, 600]",
47615,47615,5,50,600,1.0,100,d894fd1af131ed7a296716b5,0,63e37f76ecdfd06cbef34dbe509abc78,MISC,47,345.0,155.0,155.0,7914.727272727273,995.821870701513,1,65000,0,0,-1,"[50, 600]",
47621,47621,5,50,600,1.0,217,d894fd1af131ed7a296716b5,0,e45745535642c3cc94e4993fd6fabc71,MISC,44,345.0,528.0,527.0,7914.727272727273,995.821870701513,1,141050,0,0,-1,"[50, 600]",
47682,47682,5,50,600,1.0,359,d894fd1af131ed7a296716b5,0,b389c80747dff9878f7ba2c37e59d787,MISC,13,345.0,625.5,625.5,7914.727272727273,995.821870701513,1,233350,0,0,-1,"[50, 600]",
47686,47686,5,50,600,1.0,163,d894fd1af131ed7a296716b5,0,6fd7bd5f5f654f5a415295adc4b39dc2,MISC,8,345.0,557.0,556.5,7914.727272727273,995.821870701513,1,105950,0,0,-1,"[50, 600]",
47695,47695,5,50,600,1.0,67,d894fd1af131ed7a296716b5,0,4434cfe03bd1894dbb62dcc62645d4dd,MISC,14,345.0,125.0,125.0,7914.727272727273,995.821870701513,1,43550,0,0,-1,"[50, 600]",
47700,47700,5,50,600,1.0,176,d894fd1af131ed7a296716b5,0,fb8cfeedf978b05f0d765badfa18e9b8,MISC,13,345.0,483.0,467.0,7914.727272727273,995.821870701513,1,114400,0,0,-1,"[50, 600]",
47729,47729,5,50,600,1.0,1149,d894fd1af131ed7a296716b5,0,6e38513fba16432b87bff7db6d03c90c,MISC,10,345.0,1017.0,1062.5,7914.727272727273,995.821870701513,1,746850,0,0,-1,"[50, 600]",
47730,47730,5,50,600,1.0,898,d894fd1af131ed7a296716b5,0,a890064ac6dc85947e69fa2e72ab0e6a,MISC,9,345.0,835.0,860.5,7914.727272727273,995.821870701513,1,583700,0,0,-1,"[50, 600]",
47731,47731,5,50,600,1.0,989,d894fd1af131ed7a296716b5,0,8467f4ae679694133665a0083a3c7626,MISC,7,345.0,1061.5,1059.0,7914.727272727273,995.821870701513,1,642850,0,0,-1,"[50, 600]",
47766,47766,5,50,600,1.0,389,d894fd1af131ed7a296716b5,0,4227a0e08302104a950571098cf798ff,MISC,11,345.0,735.0,735.0,7914.727272727273,995.821870701513,1,252850,0,0,-1,"[50, 600]",
47826,47826,5,50,600,1.0,123,d894fd1af131ed7a296716b5,0,b435963df13414ae1c6ebe095166c64b,MISC,10,345.0,181.0,210.0,7914.727272727273,995.821870701513,1,79950,0,0,-1,"[50, 600]",
47828,47828,5,50,600,1.0,232,d894fd1af131ed7a296716b5,0,7f7240d89d5dddce4f2f909afa1777d6,MISC,8,345.0,637.0,793.0,7914.727272727273,995.821870701513,1,150800,0,0,-1,"[50, 600]",
47837,47837,5,50,600,1.0,180,d894fd1af131ed7a296716b5,0,27c632eb7835ed4ba2457ea87423ce45,MISC,6,345.0,450.0,517.5,7914.727272727273,995.821870701513,1,117000,0,0,-1,"[50, 600]",
47847,47847,5,50,600,1.0,276,d894fd1af131ed7a296716b5,0,39fac34d3f15f15cbe7e9f879e4931ca,MISC,11,345.0,647.5,736.5,7914.727272727273,995.821870701513,1,179400,0,0,-1,"[50, 600]",
48553,48553,5,50,600,1.0,762,d894fd1af131ed7a296716b5,0,0f70f9f281e34998c92bc9459051d388,MISC,4,345.0,807.5,807.5,7914.727272727273,995.821870701513,1,495300,0,0,-1,"[50, 600]",
48597,48597,20,50,600,1.0,46,07a7440f33d2bfb59804064b,0,9d8291240012bbf0cae9b14e076ff939,T4,4,1205.5,46.0,46.0,2916.910652920962,2250.415735359857,1,29900,0,0,-1,"[50, 600]",
48991,48991,2,50,600,1.0,195,1ccc18d7d13073b642b3a016,0,05142f828519e1848cd42d62c7778483,T4,3,386.0,225.0,225.0,3003.4444444444453,945.6428571428572,1,126750,0,0,-1,"[50, 600]",
49119,49119,2,50,600,1.0,245,1ccc18d7d13073b642b3a016,0,045181a454799044c08700b0c2af9a71,T4,3,386.0,225.0,225.0,3003.4444444444453,945.6428571428572,1,159250,0,0,-1,"[50, 600]",
49146,49146,2,1000,12000,20.0,557,1ccc18d7d13073b642b3a016,0,cd37e21cfb473aff394fa90b225f8821,T4,3,386.0,601.0,601.0,3003.4444444444453,945.6428571428572,1,7241000,0,0,-1,"[1000, 12000]",
49168,49168,28,1000,12000,20.0,329,36dee9eabb9570587bc26052,0,b09065c0aad18a6b83b43dfbc6064c51,MISC,12,3051.0,821.0,487.0,5330.531936555568,19509.364041408466,1,4277000,0,0,-1,"[1000, 12000]",
49187,49187,41,100,1000,1.0,89,341592bf32fc1f7eb755b0cd,0,8c467853bd09493a06fb0df25edef98c,T4,3,824.0,711.0,711.0,5114.694733619106,2652.1970132238944,1,97900,0,0,-1,"[100, 1000]",
49266,49266,2,1000,12000,20.0,942,1ccc18d7d13073b642b3a016,0,ec5e4207d45bec71b851648e9def75aa,T4,3,386.0,832.0,832.0,3003.4444444444453,945.6428571428572,1,12246000,0,0,-1,"[1000, 12000]",
49289,49289,2,1000,12000,20.0,548,1ccc18d7d13073b642b3a016,0,8a88dbdc288724c4a95697883e2808fd,T4,3,386.0,795.0,795.0,3003.4444444444453,945.6428571428572,1,7124000,0,0,-1,"[1000, 12000]",
49427,49427,5,50,600,1.0,4287,d894fd1af131ed7a296716b5,0,fb7b7ecfdae375e5a9fa38a22e5639f4,MISC,42,345.0,6061.0,5831.0,7914.727272727273,995.821870701513,1,2786550,0,0,-1,"[50, 600]",
49433,49433,5,50,600,1.0,1970,d894fd1af131ed7a296716b5,0,e90d6d7d68b3fbed236c9391725cee84,MISC,42,345.0,2570.0,2241.0,7914.727272727273,995.821870701513,1,1280500,0,0,-1,"[50, 600]",
49438,49438,5,50,600,1.0,1699,d894fd1af131ed7a296716b5,0,84d083cd11a26f69341e7524368722fe,MISC,42,345.0,2381.5,2241.0,7914.727272727273,995.821870701513,1,1104350,0,0,-1,"[50, 600]",
49652,49652,3,800,12000,8.0,3848,30185446faeb493c1d55cacd,0,aefbd33756e228328d5c8b6c8ff4d001,MISC,9,693.0,4451.0,4681.0,6364.689130434783,3191.8546409499722,1,49254400,0,0,-1,"[800, 12000]",
49756,49756,16,200,2400,4.0,67,28dbedeb830a7a6ebc9dcdb7,0,e247cc02fafcd87b764d929146759794,T4,3,294.0,47.0,47.0,4576.53125,977.1555555555556,1,174200,0,0,-1,"[200, 2400]",
50013,50013,5,50,600,1.0,2324,d894fd1af131ed7a296716b5,0,3f77aba0fc282456c8e45c6792c93f66,MISC,6,345.0,4363.0,4339.0,7914.727272727273,995.821870701513,1,1510600,0,0,-1,"[50, 600]",
50031,50031,5,50,600,1.0,1706,d894fd1af131ed7a296716b5,0,adfdd05d3639b3f858021b452c1e8833,MISC,5,345.0,3486.0,3535.0,7914.727272727273,995.821870701513,1,1108900,0,0,-1,"[50, 600]",
50033,50033,5,50,600,1.0,157,d894fd1af131ed7a296716b5,0,2e6ae341c7193f86e94faf9bd22347ff,MISC,13,345.0,240.0,219.5,7914.727272727273,995.821870701513,1,102050,0,0,-1,"[50, 600]",
50118,50118,1,50,600,1.0,81313,8ccb9c9fe88b53537e096dd9,0,1f87657f27ad6d3acae6183aee5f0e26,MISC,12,7180.0,62994.0,63207.5,1975.2819939932187,1470.2898442789435,1,52853450,0,0,-1,"[50, 600]",
50455,50455,5,50,600,1.0,6811,d894fd1af131ed7a296716b5,0,0d6ffece5564a536d57808532f1f7474,MISC,10,345.0,6337.0,5934.0,7914.727272727273,995.821870701513,1,4427150,0,0,-1,"[50, 600]",
50763,50763,2,500,6000,10.0,198,1ccc18d7d13073b642b3a016,0,f391f8ec1b4acef0b7e0f8cabdf53455,T4,3,386.0,204.5,204.5,3003.4444444444453,945.6428571428572,1,1287000,0,0,-1,"[500, 6000]",
50804,50804,2,500,6000,10.0,166,1ccc18d7d13073b642b3a016,0,8eef33e0113cf3cb873b7ceed8ae60f2,T4,59,386.0,122.0,121.5,3003.4444444444453,945.6428571428572,1,1079000,0,0,-1,"[500, 6000]",
50817,50817,2,500,6000,10.0,1455,1ccc18d7d13073b642b3a016,0,253d312d1eecc57432509c78f8e7b3f3,T4,37,386.0,1417.0,1417.0,3003.4444444444453,945.6428571428572,1,9457500,0,0,-1,"[500, 6000]",
50984,50984,12,7000,84000,140.0,23578,3995073148156da8994ec8bb,0,e176aaa0563299426edf2c8284f33290,P100,9,225.0,33021.0,24272.5,2771.272966048553,2145.962962962963,1,2145598000,0,0,-1,"[7000, 84000]",
51091,51091,2,500,6000,10.0,5211,1ccc18d7d13073b642b3a016,0,84e0bd9c70e08bcad2ff9430fde69094,T4,3,386.0,5290.0,5290.0,3003.4444444444453,945.6428571428572,1,33871500,0,0,-1,"[500, 6000]",
51139,51139,5,50,600,1.0,2943,d894fd1af131ed7a296716b5,0,56226004219bffe7b6c486d6503621e7,MISC,12,345.0,4028.0,3063.0,7914.727272727273,995.821870701513,1,1912950,0,0,-1,"[50, 600]",
51141,51141,5,50,600,1.0,2620,d894fd1af131ed7a296716b5,0,be99e8b5967d19c21f2d5361f6aa7704,MISC,11,345.0,4765.0,3918.0,7914.727272727273,995.821870701513,1,1703000,0,0,-1,"[50, 600]",
51151,51151,5,50,600,1.0,2899,d894fd1af131ed7a296716b5,0,fe252ceebc18661164e12917422edcca,MISC,9,345.0,3652.0,3222.0,7914.727272727273,995.821870701513,1,1884350,0,0,-1,"[50, 600]",
51269,51269,2,500,6000,10.0,4820,1ccc18d7d13073b642b3a016,0,a7ed3695916b0df5e7e30075dc550591,T4,3,386.0,4076.0,4076.0,3003.4444444444453,945.6428571428572,1,31330000,0,0,-1,"[500, 6000]",
51340,51340,2,1000,12000,20.0,2009,1ccc18d7d13073b642b3a016,0,b2734b5009a1856fcc2c44828d1ce0e2,T4,3,386.0,2100.0,2100.0,3003.4444444444453,945.6428571428572,1,26117000,0,0,-1,"[1000, 12000]",
51554,51554,22,1000,12000,20.0,32,0381d6db958250b056960f1d,0,17f414ff2bc6f2bac097d8ddb73ed01e,T4,3,3123.5,44.0,33.0,7468.122727272727,1580.344647545628,1,416000,0,0,-1,"[1000, 12000]",
51559,51559,11,500,5000,10.0,2184,b53f9ebd1eeeea726d1dac78,0,fe278e971d244d40de7c9f38a7ca5cd4,MISC,10,2432.0,2565.0,2492.0,497.76153091265945,346.7373949579832,1,12012000,0,0,-1,"[500, 5000]",
51675,51675,37,50,600,1.0,15300,769220aca8155a44984e00d3,0,6253907cc250163047712b3c1336a66b,T4,3,76.0,16593.5,16602.0,10599.529411764706,4887.526315789473,1,9945000,0,0,-1,"[50, 600]",
51710,51710,11,1500,15000,30.0,7504,b53f9ebd1eeeea726d1dac78,0,c9b780e8bfe896ee8fe6b6084d728a5c,MISC,3,2432.0,7770.5,7706.5,497.76153091265945,346.7373949579832,1,123816000,0,0,-1,"[1500, 15000]",
51819,51819,2,200,2000,10.0,59,1ccc18d7d13073b642b3a016,0,d7dad0eec9b90dde12445512f9d17c5f,T4,3,386.0,68.0,68.0,3003.4444444444453,945.6428571428572,1,129800,0,0,-1,"[200, 2000]",
52375,52375,5,50,600,1.0,1051,d894fd1af131ed7a296716b5,0,0122d0fed1e7f41bf40f7a83d395c331,MISC,13,345.0,723.0,725.0,7914.727272727273,995.821870701513,1,683150,0,0,-1,"[50, 600]",
52499,52499,32,200,3000,2.0,4624,5efca795c284664053c676be,0,be51924d7e42f3c8a96b22365a789a0c,MISC,8,7442.5,2522.5,2421.0,3305.6188430885813,541.820043134597,1,14796800,0,0,-1,"[200, 3000]",
52500,52500,32,200,3000,2.0,5883,5efca795c284664053c676be,0,d3bd183946bab466f94269c1daf4d7bb,MISC,24,7442.5,5867.0,6170.0,3305.6188430885813,541.820043134597,1,18825600,0,0,-1,"[200, 3000]",
52518,52518,17,50,600,1.0,466,143b087a9cf31f7f5c1b09ba,0,c00d08420a7f13f4e700a88c8835d03b,MISC,10,297.0,417.0,412.0,3781.659090909091,1990.7692307692307,1,302900,0,0,-1,"[50, 600]",
52594,52594,5,50,600,1.0,7639,d894fd1af131ed7a296716b5,0,22771a7477b11c6f5c6e6beb947c506b,MISC,7,345.0,4057.0,4612.0,7914.727272727273,995.821870701513,1,4965350,0,0,-1,"[50, 600]",
52607,52607,5,50,600,1.0,6327,d894fd1af131ed7a296716b5,0,a3e1a419ba0576a4e4d834d2c40cc849,V100,112,345.0,4123.0,4179.0,11864.625,6304.742857142856,1,4112550,0,0,-1,"[50, 600]",
52614,52614,5,50,600,1.0,6446,d894fd1af131ed7a296716b5,0,9fd44fc69d28998333b943bae9138f82,MISC,6,345.0,4277.0,4559.0,7914.727272727273,995.821870701513,1,4189900,0,0,-1,"[50, 600]",
52621,52621,5,50,600,1.0,7318,d894fd1af131ed7a296716b5,0,f78a560b0c6b92132e64cf88ca6ebb22,P100,37,345.0,4158.0,4864.0,11948.910096818809,7097.918699186992,1,4756700,0,0,-1,"[50, 600]",
52717,52717,18,1000,12000,40.0,5761,4d8fee7f10bd7edbb75b96b3,0,433cdbec4d564aad132b20b560eaaae4,MISC,4,1515.0,5627.5,5617.0,2691.0274864989224,1519.4008924865088,1,74893000,0,0,-1,"[1000, 12000]",
53197,53197,0,500,6000,10.0,16925,fdca1b26347a096dc8cd73ec,0,db4067e072a157326cbe7acfed3408ff,MISC,14,937.0,15352.5,15249.0,2724.4435767195764,1338.1471555267144,1,110012500,0,0,-1,"[500, 6000]",
53358,53358,23,50,600,1.0,1147,9ae9b2a926a0b1a6e4b0945c,0,b2ac18e02be275c2e170d4c09b6ad8e1,MISC,9,1490.5,1394.0,1394.0,6748.384615384615,2802.6875,1,745550,0,0,-1,"[50, 600]",
53418,53418,1,50,600,1.0,58760,8ccb9c9fe88b53537e096dd9,0,e8d09aa9df1d39175ffdaf416bbceaf0,MISC,41,7180.0,55115.5,55192.0,1975.2819939932187,1470.2898442789435,1,38194000,0,0,-1,"[50, 600]",
53424,53424,1,50,600,1.0,44415,8ccb9c9fe88b53537e096dd9,0,aadf6b116f967a329713633307bbc153,P100,11,7180.0,53992.5,44415.0,2416.6949782322567,1537.0041745415467,1,28869750,0,0,-1,"[50, 600]",
53430,53430,1,50,600,1.0,37085,8ccb9c9fe88b53537e096dd9,0,539daad3bd43329849783ead11d37562,P100,107,7180.0,55318.5,50945.0,2416.6949782322567,1537.0041745415467,1,24105250,0,0,-1,"[50, 600]",
53437,53437,18,1600,16000,80.0,746,4d8fee7f10bd7edbb75b96b3,0,6182be250523098d6372e192b27c4971,MISC,25,1515.0,859.5,842.5,2691.0274864989224,1519.4008924865088,1,13129600,0,0,-1,"[1600, 16000]",
53450,53450,18,250,3000,10.0,3334,4d8fee7f10bd7edbb75b96b3,0,346b0c72eb49db8a488c50a64de2ea90,MISC,13,1515.0,3093.0,3102.0,2691.0274864989224,1519.4008924865088,1,10835500,0,0,-1,"[250, 3000]",
53804,53804,0,500,6000,10.0,36506,fdca1b26347a096dc8cd73ec,0,905688d9aec4696e900180d0349304f1,MISC,6,937.0,20308.0,20467.5,2724.4435767195764,1338.1471555267144,1,237289000,0,0,-1,"[500, 6000]",
55306,55306,22,1500,18000,30.0,123,0381d6db958250b056960f1d,0,c94c89b216436e81d23813d42f100e51,T4,3,3123.5,205.0,163.0,7468.122727272727,1580.344647545628,1,2398500,0,0,-1,"[1500, 18000]",
55328,55328,0,50,600,1.0,104,fdca1b26347a096dc8cd73ec,0,e9781d503c88a856799fe2ab07202035,MISC,11,937.0,121.0,189.0,2724.4435767195764,1338.1471555267144,1,67600,0,0,-1,"[50, 600]",
55337,55337,0,50,600,1.0,170,fdca1b26347a096dc8cd73ec,0,24f5515bed70461f5cf655d3762ae4c3,MISC,6,937.0,235.5,196.0,2724.4435767195764,1338.1471555267144,1,110500,0,0,-1,"[50, 600]",
55940,55940,5,50,600,1.0,795,d894fd1af131ed7a296716b5,0,5042416a71c14e03b53d42b0b6df4558,MISC,9,345.0,767.0,767.0,7914.727272727273,995.821870701513,1,516750,0,0,-1,"[50, 600]",
55943,55943,5,50,600,1.0,545,d894fd1af131ed7a296716b5,0,c9fd499301c197cdb3b4dc9eb6bbc86c,MISC,9,345.0,897.0,910.0,7914.727272727273,995.821870701513,1,354250,0,0,-1,"[50, 600]",
55953,55953,5,50,600,1.0,730,d894fd1af131ed7a296716b5,0,d1bd6656c297ae0c04f8d028b2feb657,MISC,12,345.0,942.0,937.0,7914.727272727273,995.821870701513,1,474500,0,0,-1,"[50, 600]",
56118,56118,5,50,600,1.0,795,d894fd1af131ed7a296716b5,0,dae4461d53fcdeaa53f8eb2d0c11ba89,MISC,6,345.0,676.0,682.5,7914.727272727273,995.821870701513,1,516750,0,0,-1,"[50, 600]",
56168,56168,4,50,600,1.0,167,3e5fb00bf43aa67ee5c2b6d5,0,d57a3896094509dfe0c35d5a80f77d54,MISC,13,435.0,170.0,166.0,2872.061334769974,4314.033431085044,1,108550,0,0,-1,"[50, 600]",
56176,56176,5,50,600,1.0,386,d894fd1af131ed7a296716b5,0,fb8cfeedf978b05f0d765badfa18e9b8,MISC,42,345.0,483.0,467.0,7914.727272727273,995.821870701513,1,250900,0,0,-1,"[50, 600]",
56188,56188,5,50,600,1.0,145,d894fd1af131ed7a296716b5,0,303b1de5c24aafaaf77777b0bf8363ed,MISC,42,345.0,126.0,125.0,7914.727272727273,995.821870701513,1,94250,0,0,-1,"[50, 600]",
56210,56210,20,50,600,1.0,26,07a7440f33d2bfb59804064b,0,6cb12c6d17edb03d37a8dd3d6ff8ac8c,T4,3,1205.5,26.0,26.0,2916.910652920962,2250.415735359857,1,16900,0,0,-1,"[50, 600]",
56249,56249,5,50,600,1.0,866,d894fd1af131ed7a296716b5,0,33a9bda689e218250f774592c3be766c,MISC,16,345.0,746.0,793.0,7914.727272727273,995.821870701513,1,562900,0,0,-1,"[50, 600]",
56252,56252,5,50,600,1.0,644,d894fd1af131ed7a296716b5,0,e308de0a52964c6d8f44823955734472,MISC,7,345.0,722.0,738.0,7914.727272727273,995.821870701513,1,418600,0,0,-1,"[50, 600]",
56263,56263,5,50,600,1.0,428,d894fd1af131ed7a296716b5,0,c92a0d5a4958d27278ec976c61cf96eb,MISC,11,345.0,477.0,478.0,7914.727272727273,995.821870701513,1,278200,0,0,-1,"[50, 600]",
56274,56274,5,50,600,1.0,171,d894fd1af131ed7a296716b5,0,3b54164436b224f40105766ea2823ac2,MISC,8,345.0,190.0,193.5,7914.727272727273,995.821870701513,1,111150,0,0,-1,"[50, 600]",
56278,56278,5,50,600,1.0,470,d894fd1af131ed7a296716b5,0,0fe5a589aa79fd7eb2a8a73ef040d7c6,MISC,15,345.0,614.0,620.5,7914.727272727273,995.821870701513,1,305500,0,0,-1,"[50, 600]",
56626,56626,5,50,600,1.0,369,d894fd1af131ed7a296716b5,0,14f45ccd2c11df82f3b01489323f91ed,MISC,14,345.0,342.0,358.0,7914.727272727273,995.821870701513,1,239850,0,0,-1,"[50, 600]",
56827,56827,4,50,600,1.0,166,3e5fb00bf43aa67ee5c2b6d5,0,d57a3896094509dfe0c35d5a80f77d54,MISC,12,435.0,170.0,166.0,2872.061334769974,4314.033431085044,1,107900,0,0,-1,"[50, 600]",
56855,56855,5,50,600,1.0,15237,d894fd1af131ed7a296716b5,0,fb9b12b9b3f95dd49aa6a9eeead8fd5b,MISC,7,345.0,13676.0,13286.0,7914.727272727273,995.821870701513,1,9904050,0,0,-1,"[50, 600]",
56862,56862,5,50,600,1.0,15363,d894fd1af131ed7a296716b5,0,b4e9ee8219a0a3cd4e4585332405bdb0,MISC,11,345.0,13562.0,13437.0,7914.727272727273,995.821870701513,1,9985950,0,0,-1,"[50, 600]",
57232,57232,18,1000,12000,40.0,1395,4d8fee7f10bd7edbb75b96b3,0,bc927999fd2dc4e3bde321a121b91f27,MISC,12,1515.0,1252.5,1226.0,2691.0274864989224,1519.4008924865088,1,18135000,0,0,-1,"[1000, 12000]",
57245,57245,7,50,600,1.0,236,4338499d3c24cc35be17b44c,0,06f1f9a84fc2c9d65707671b2fbf8bb6,MISC,10,436.0,276.0,276.0,3987.3481058112393,2143.128573005187,1,153400,0,0,-1,"[50, 600]",
57256,57256,5,50,600,1.0,1767,d894fd1af131ed7a296716b5,0,f43e2d4fab54f39f9ecabf9d59f9fc2c,MISC,52,345.0,762.0,762.0,7914.727272727273,995.821870701513,1,1148550,0,0,-1,"[50, 600]",
57655,57655,2,50,600,1.0,1167,1ccc18d7d13073b642b3a016,0,a8b46e3c737b9c9aad11aa4ebd97dd6b,T4,935,386.0,225.0,225.0,3003.4444444444453,945.6428571428572,1,758550,0,0,-1,"[50, 600]",
