count,num_cpu,num_gpu,bandwidth_avg,bandwidth_min,bandwidth_max,bandwidth_median,duration_avg,duration_min,duration_max,duration_median
11,41600.0,1600.0,3263.7332890523567,2400.6585365853657,3455.6923536439663,3455.6923536439663,3563.909090909091,2764,4223,3571.0
17,16000.0,1600.0,7216.098144418783,2691.0274864989224,41154.12807881773,2691.0274864989224,1420.8235294117646,691,5974,814.0
26,2400.0,80.0,2703.158380148908,2447.736021300875,2724.4435767195764,2724.4435767195764,10746.653846153846,6558,16996,10114.5
20,4800.0,160.0,2710.608198948641,2447.736021300875,2724.4435767195764,2724.4435767195764,18792.4,3495,41067,21440.5
35,8000.0,1600.0,2691.027486498922,2691.0274864989224,2691.0274864989224,2691.0274864989224,138.28571428571428,92,195,131.0
14,3000.0,50.0,1599.6328099467298,0.0,3134.2215477996965,2015.802030456853,4998.142857142857,33,8724,4884.5
24,5000.0,5000.0,1443.825353666031,985.9982728842832,1651.979232974139,1651.979232974139,1692.2083333333333,1127,3293,1513.5
20,64000.0,2000.0,13110.713356497126,3512.815249266863,24519.10462287105,14175.509523809524,9111.6,1790,43433,8481.0
12,24000.0,3200.0,5286.777471365075,5188.429075667328,5937.354838709676,5188.429075667328,4807.166666666667,3683,8162,4500.0
46,9600.0,320.0,2753.0139931046397,2447.736021300875,3191.357142857143,2724.4435767195764,1287.8695652173913,128,2355,1351.5
9,90000.0,5000.0,1514.728150050521,1309.6846153846152,2288.9873983739835,1454.032786885246,941.2222222222222,508,1421,897.0
1,23400.0,975.0,3003.4444444444453,3003.4444444444453,3003.4444444444453,3003.4444444444453,2018.0,2018,2018,2018.0
1,33000.0,1375.0,3003.4444444444453,3003.4444444444453,3003.4444444444453,3003.4444444444453,10225.0,10225,10225,10225.0
9,6400.0,200.0,13162.569345340227,2872.061334769974,16102.714491217444,16102.714491217444,40980.22222222222,5644,51706,50803.0
1,6000.0,300.0,2724.4435767195764,2724.4435767195764,2724.4435767195764,2724.4435767195764,4851.0,4851,4851,4851.0
4,1500.0,1500.0,4785.891705069124,4785.891705069124,4785.891705069124,4785.891705069124,48581.5,32186,64374,48883.0
9,24000.0,8000.0,5248.3208505238645,5226.847594637224,5275.162420382166,5226.847594637224,3552.222222222222,539,11705,1190.0
3,33600.0,1400.0,3003.4444444444453,3003.4444444444453,3003.4444444444453,3003.4444444444453,10618.0,7557,12547,11750.0
44,4800.0,300.0,14363.018053783197,0.0,33368.80769230769,17494.733333333334,9478.318181818182,56,49851,931.0
16,3000.0,100.0,1850.0813969680091,0.0,2691.0274864989224,2691.0274864989224,8376.875,113,14965,9375.5
14,4000.0,400.0,2239.1497208732117,1277.7585724282717,2399.3815789473683,2399.3815789473683,6846.0,2540,13024,6782.0
1,34200.0,1425.0,3003.4444444444453,3003.4444444444453,3003.4444444444453,3003.4444444444453,9281.0,9281,9281,9281.0
58,2400.0,300.0,8273.95785440613,7280.055555555555,9201.6,9201.6,584.0862068965517,396,1581,587.5
8,20000.0,400.0,3947.850047130289,3671.363636363637,3987.3481058112393,3987.3481058112393,6924.125,5071,8879,6828.0
1,600.0,40.0,3089.814285714285,3089.814285714285,3089.814285714285,3089.814285714285,565.0,565,565,565.0
1,600.0,150.0,4434.368421052632,4434.368421052632,4434.368421052632,4434.368421052632,50.0,50,50,50.0
10,84000.0,7000.0,3778.5823355588377,2771.272966048553,4785.891705069124,3778.5823355588386,29902.9,20422,47137,27653.0
15,9600.0,1600.0,1983.1836872934791,569.3857935627083,3631.2413793103447,2527.1574947589097,10596.2,101,98566,558.0
21,80000.0,5000.0,6525.711065680918,1845.0427350427344,9738.765763936628,6238.074074074074,5102.809523809524,2587,11827,4053.0
1356,600.0,5.0,7880.72548091,0.0,7914.727272727273,7914.727272727273,31.154867256637168,16,380,29.0
9,6000.0,125.0,5188.429075667328,5188.429075667328,5188.429075667328,5188.429075667328,141.0,115,165,141.0
6,9000.0,900.0,3544.752258068908,3544.7522580689083,3544.7522580689083,3544.7522580689083,7785.166666666667,6487,9931,7603.0
8,80000.0,2500.0,7059.099462365592,7059.099462365592,7059.099462365592,7059.099462365592,991.0,413,1652,956.5
33,6400.0,800.0,8632.64710988522,1975.2819939932187,41154.12807881773,1975.2819939932187,5823.69696969697,81,117117,255.0
162,1200.0,5.0,8289.001205173427,5476.428571428572,9201.6,9201.6,47.91975308641975,35,399,41.0
9,1200.0,400.0,4375.227899686521,3781.659090909091,5595.448275862069,3781.659090909091,6744.777777777777,2078,29964,2339.0
13,12800.0,800.0,9560.770037571941,7468.122727272727,18398.991309049205,7468.122727272727,1260.5384615384614,90,7342,168.0
12,300.0,50.0,3499.317221209842,694.1636216814716,4434.368421052632,4434.368421052632,96.41666666666667,54,153,100.5
2,51200.0,512.0,3703.083333333333,3407.166666666666,3999.0,3703.083333333333,1835.0,1668,2002,1835.0
2,8400.0,350.0,2527.1574947589097,2527.1574947589097,2527.1574947589097,2527.1574947589097,22684.0,3739,41629,22684.0
29,2000.0,4000.0,2837.599591412391,1801.0692599620495,3003.4444444444453,3003.4444444444453,357.2413793103448,86,2043,325.0
10,50000.0,2000.0,9014.76643373759,2413.538154696039,23686.86128364389,2413.538154696039,4753.9,2259,12386,3214.0
3,5600.0,175.0,2872.061334769974,2872.061334769974,2872.061334769974,2872.061334769974,7455.0,4800,9341,8224.0
1,800.0,25.0,2872.061334769974,2872.061334769974,2872.061334769974,2872.061334769974,39530.0,39530,39530,39530.0
2,12000.0,1500.0,3544.7522580689083,3544.7522580689083,3544.7522580689083,3544.7522580689083,154595.5,154285,154906,154595.5
10,45000.0,3000.0,7305.416468381448,6364.689130434783,10395.307692307691,6633.896381578948,9721.8,5884,18501,8943.0
15,120000.0,4000.0,5004.811520644569,1509.7878787878788,5275.162420382166,5275.162420382166,1285.5333333333333,517,3527,909.0
1,7200.0,1200.0,497.76153091265945,497.76153091265945,497.76153091265945,497.76153091265945,5791.0,5791,5791,5791.0
2,3200.0,400.0,29851.80607814761,29851.80607814761,29851.80607814761,29851.80607814761,962.5,946,979,962.5
2,4800.0,600.0,29851.80607814761,29851.80607814761,29851.80607814761,29851.80607814761,46794.0,46195,47393,46794.0
2,800.0,400.0,5069.497334051654,2872.061334769974,7266.933333333334,5069.497334051654,10261.0,487,20035,10261.0
7,24000.0,750.0,3987.3481058112384,3987.3481058112393,3987.3481058112393,3987.3481058112393,1575.5714285714287,1361,1972,1478.0
1,36000.0,600.0,3987.3481058112393,3987.3481058112393,3987.3481058112393,3987.3481058112393,20314.0,20314,20314,20314.0
5,600.0,600.0,14973.664809451127,3987.3481058112393,31453.13986491096,3987.3481058112393,33109.6,4441,78170,5277.0
6,15000.0,1000.0,6409.557005625476,6364.689130434783,6633.896381578948,6364.689130434783,18785.0,3147,42901,11137.5
2,10000.0,2000.0,1646.7803014425622,1277.7585724282717,2015.802030456853,1646.7803014425622,18211.0,17709,18713,18211.0
2,150000.0,5000.0,4460.404223227753,4460.404223227753,4460.404223227753,4460.404223227753,106861.0,84540,129182,106861.0
1,12000.0,600.0,2015.802030456853,2015.802030456853,2015.802030456853,2015.802030456853,5132.0,5132,5132,5132.0
1,10000.0,2500.0,1277.7585724282717,1277.7585724282717,1277.7585724282717,1277.7585724282717,17599.0,17599,17599,17599.0
1,6400.0,3200.0,2505.049322266153,2505.049322266153,2505.049322266153,2505.049322266153,7373.0,7373,7373,7373.0
3,900.0,75.0,3281.654110767114,976.2254901960785,4434.368421052632,4434.368421052632,184.33333333333334,115,306,132.0
14,1800.0,150.0,2730.3373180793083,2447.736021300875,3180.761099365751,2724.4435767195764,268.5,114,1121,157.0
233,1200.0,10.0,7983.983630222409,7914.727272727273,11948.910096818809,7914.727272727273,3421.6351931330473,38,8645,1369.0
4,500.0,30.0,9443.3876146789,9443.3876146789,9443.3876146789,9443.3876146789,37.0,20,82,23.0
4,18000.0,9000.0,8863.59284147099,6238.074074074074,9738.765763936628,9738.765763936628,149150.25,142750,155917,148967.0
6,38400.0,1600.0,4589.434228767874,2724.4435767195764,6633.896381578948,4544.56635357718,4784.5,1651,8898,4825.5
5,1500.0,100.0,6472.3720308924485,6364.689130434783,6633.896381578948,6364.689130434783,2033.2,715,5366,1516.0
1,300.0,25.0,4434.368421052632,4434.368421052632,4434.368421052632,4434.368421052632,70.0,70,70,70.0
2,18000.0,1200.0,5188.429075667328,5188.429075667328,5188.429075667328,5188.429075667328,14889.5,9648,20131,14889.5
2,4000.0,25.0,1975.2819939932187,1975.2819939932187,1975.2819939932187,1975.2819939932187,32306.5,30701,33912,32306.5
3,3000.0,1000.0,3693.9907793270318,3491.1666666666665,3795.402835657214,3795.402835657214,588.0,400,698,666.0
1,4500.0,300.0,1300.2504522840345,1300.2504522840345,1300.2504522840345,1300.2504522840345,2272.0,2272,2272,2272.0
1,6000.0,100.0,9443.3876146789,9443.3876146789,9443.3876146789,9443.3876146789,47.0,47,47,47.0
2,10800.0,450.0,2527.1574947589097,2527.1574947589097,2527.1574947589097,2527.1574947589097,42134.5,23086,61183,42134.5
3,50000.0,6250.0,2413.538154696039,2413.538154696039,2413.538154696039,2413.538154696039,328057.6666666667,303771,357540,322862.0
16,2000.0,50.0,10910.185142318245,7712.25,33295.731138545954,7712.25,15926.4375,50,108169,78.5
5,270000.0,22500.0,15053.125,15053.125,15053.125,15053.125,10536.4,2298,25113,2467.0
1,10800.0,1800.0,2527.1574947589097,2527.1574947589097,2527.1574947589097,2527.1574947589097,21576.0,21576,21576,21576.0
2,34800.0,1450.0,3003.4444444444453,3003.4444444444453,3003.4444444444453,3003.4444444444453,10597.5,10467,10728,10597.5
2,7200.0,225.0,2872.061334769974,2872.061334769974,2872.061334769974,2872.061334769974,10037.0,9131,10943,10037.0
2,36000.0,3000.0,4785.891705069124,4785.891705069124,4785.891705069124,4785.891705069124,51006.0,43695,58317,51006.0
1,9600.0,40.0,4576.53125,4576.53125,4576.53125,4576.53125,8278.0,8278,8278,8278.0
1,9600.0,200.0,1975.2819939932187,1975.2819939932187,1975.2819939932187,1975.2819939932187,5553.0,5553,5553,5553.0
